Город	Возраст	Численность населения	Год
Уфа	15-18	93	1818
Уфа	18-25	66	1818
Уфа	26-35	32	1818
Уфа	36-45	74	1818
Уфа	46-60	84	1818
Уфа	61-80	27	1818
Уфа	80-100	76	1818
Уфа	101+	20	1818
Красноярск	0-3	99	1818
Красноярск	3-7	13	1818
Красноярск	8-14	88	1818
Красноярск	15-18	14	1818
Красноярск	18-25	18	1818
Красноярск	26-35	80	1818
Красноярск	36-45	35	1818
Красноярск	46-60	64	1818
Красноярск	61-80	40	1818
Красноярск	80-100	10	1818
Красноярск	101+	71	1818
Москва	0-3	18	1821
Москва	3-7	46	1821
Москва	8-14	42	1821
Москва	15-18	12	1821
Москва	18-25	21	1821
Москва	26-35	39	1821
Москва	36-45	33	1821
Москва	46-60	71	1821
Москва	61-80	92	1821
Москва	80-100	33	1821
Москва	101+	22	1821
Санкт-Петербург	0-3	50	1821
Санкт-Петербург	3-7	27	1821
Санкт-Петербург	8-14	73	1821
Санкт-Петербург	15-18	34	1821
Санкт-Петербург	18-25	35	1821
Санкт-Петербург	26-35	75	1821
Санкт-Петербург	36-45	24	1821
Санкт-Петербург	46-60	47	1821
Санкт-Петербург	61-80	29	1821
Санкт-Петербург	80-100	74	1821
Санкт-Петербург	101+	60	1821
Новосибирск	0-3	97	1821
Новосибирск	3-7	90	1821
Новосибирск	8-14	22	1821
Новосибирск	15-18	40	1821
Новосибирск	18-25	90	1821
Новосибирск	26-35	25	1821
Новосибирск	36-45	85	1821
Новосибирск	46-60	57	1821
Новосибирск	61-80	62	1821
Новосибирск	80-100	99	1821
Новосибирск	101+	78	1821
Екатеринбург	0-3	24	1821
Екатеринбург	3-7	59	1821
Екатеринбург	8-14	13	1821
Екатеринбург	15-18	78	1821
Екатеринбург	18-25	97	1821
Екатеринбург	26-35	18	1821
Екатеринбург	36-45	68	1821
Екатеринбург	46-60	96	1821
Екатеринбург	61-80	62	1821
Екатеринбург	80-100	65	1821
Екатеринбург	101+	58	1821
Казань	0-3	88	1821
Казань	3-7	79	1821
Казань	8-14	81	1821
Казань	15-18	52	1821
Казань	18-25	67	1821
Казань	26-35	39	1821
Казань	36-45	23	1821
Казань	46-60	25	1821
Казань	61-80	23	1821
Казань	80-100	85	1821
Казань	101+	56	1821
Нижний Новгород	0-3	52	1821
Нижний Новгород	3-7	85	1821
Нижний Новгород	8-14	64	1821
Нижний Новгород	15-18	52	1821
Нижний Новгород	18-25	81	1821
Нижний Новгород	26-35	30	1821
Нижний Новгород	36-45	43	1821
Нижний Новгород	46-60	81	1821
Нижний Новгород	61-80	24	1821
Нижний Новгород	80-100	27	1821
Нижний Новгород	101+	43	1821
Челябинск	0-3	74	1821
Челябинск	3-7	57	1821
Челябинск	8-14	18	1821
Челябинск	15-18	19	1821
Челябинск	18-25	65	1821
Челябинск	26-35	66	1821
Челябинск	36-45	84	1821
Челябинск	46-60	35	1821
Челябинск	61-80	45	1821
Челябинск	80-100	24	1821
Челябинск	101+	12	1821
Самара	0-3	25	1821
Самара	3-7	82	1821
Самара	8-14	99	1821
Самара	15-18	18	1821
Самара	18-25	19	1821
Самара	26-35	84	1821
Самара	36-45	60	1821
Самара	46-60	78	1821
Самара	61-80	18	1821
Самара	80-100	34	1821
Самара	101+	97	1821
Омск	0-3	60	1821
Омск	3-7	18	1821
Омск	8-14	94	1821
Омск	15-18	99	1821
Омск	18-25	37	1821
Омск	26-35	91	1821
Омск	36-45	62	1821
Омск	46-60	97	1821
Омск	61-80	71	1821
Омск	80-100	84	1821
Омск	101+	31	1821
Ростов-на-Дону	0-3	47	1821
Ростов-на-Дону	3-7	25	1821
Ростов-на-Дону	8-14	62	1821
Ростов-на-Дону	15-18	52	1821
Ростов-на-Дону	18-25	29	1821
Ростов-на-Дону	26-35	60	1821
Ростов-на-Дону	36-45	39	1821
Ростов-на-Дону	46-60	50	1821
Ростов-на-Дону	61-80	100	1821
Ростов-на-Дону	80-100	49	1821
Ростов-на-Дону	101+	15	1821
Уфа	0-3	33	1821
Уфа	3-7	42	1821
Уфа	8-14	63	1821
Уфа	15-18	62	1821
Уфа	18-25	35	1821
Уфа	26-35	13	1821
Уфа	36-45	93	1821
Уфа	46-60	63	1821
Уфа	61-80	29	1821
Уфа	80-100	13	1821
Уфа	101+	31	1821
Красноярск	0-3	93	1821
Красноярск	3-7	45	1821
Красноярск	8-14	20	1821
Красноярск	15-18	68	1821
Красноярск	18-25	99	1821
Красноярск	26-35	10	1821
Красноярск	36-45	22	1821
Красноярск	46-60	17	1821
Красноярск	61-80	97	1821
Красноярск	80-100	56	1821
Красноярск	101+	76	1821
Москва	0-3	23	1824
Москва	3-7	52	1824
Москва	8-14	45	1824
Москва	15-18	77	1824
Москва	18-25	53	1824
Москва	26-35	31	1824
Москва	36-45	48	1824
Москва	46-60	40	1824
Москва	61-80	91	1824
Москва	80-100	56	1824
Москва	101+	12	1824
Санкт-Петербург	0-3	29	1824
Санкт-Петербург	3-7	60	1824
Санкт-Петербург	8-14	16	1824
Санкт-Петербург	15-18	96	1824
Санкт-Петербург	18-25	21	1824
Санкт-Петербург	26-35	25	1824
Санкт-Петербург	36-45	96	1824
Санкт-Петербург	46-60	22	1824
Санкт-Петербург	61-80	70	1824
Санкт-Петербург	80-100	87	1824
Санкт-Петербург	101+	82	1824
Новосибирск	0-3	83	1824
Новосибирск	3-7	46	1824
Новосибирск	8-14	49	1824
Новосибирск	15-18	68	1824
Новосибирск	18-25	88	1824
Новосибирск	26-35	44	1824
Новосибирск	36-45	52	1824
Новосибирск	46-60	29	1824
Новосибирск	61-80	41	1824
Новосибирск	80-100	73	1824
Новосибирск	101+	82	1824
Екатеринбург	0-3	49	1824
Екатеринбург	3-7	13	1824
Екатеринбург	8-14	83	1824
Екатеринбург	15-18	90	1824
Екатеринбург	18-25	97	1824
Екатеринбург	26-35	14	1824
Екатеринбург	36-45	50	1824
Екатеринбург	46-60	72	1824
Екатеринбург	61-80	43	1824
Екатеринбург	80-100	66	1824
Екатеринбург	101+	23	1824
Казань	0-3	17	1824
Казань	3-7	19	1824
Казань	8-14	46	1824
Казань	15-18	82	1824
Казань	18-25	29	1824
Казань	26-35	69	1824
Казань	36-45	77	1824
Казань	46-60	74	1824
Казань	61-80	83	1824
Казань	80-100	79	1824
Казань	101+	32	1824
Нижний Новгород	0-3	45	1824
Нижний Новгород	3-7	87	1824
Нижний Новгород	8-14	92	1824
Нижний Новгород	15-18	71	1824
Нижний Новгород	18-25	66	1824
Нижний Новгород	26-35	32	1824
Нижний Новгород	36-45	17	1824
Нижний Новгород	46-60	61	1824
Нижний Новгород	61-80	87	1824
Нижний Новгород	80-100	63	1824
Нижний Новгород	101+	25	1824
Челябинск	0-3	14	1824
Челябинск	3-7	92	1824
Челябинск	8-14	78	1824
Челябинск	15-18	95	1824
Челябинск	18-25	17	1824
Челябинск	26-35	92	1824
Челябинск	36-45	32	1824
Челябинск	46-60	18	1824
Челябинск	61-80	75	1824
Челябинск	80-100	51	1824
Челябинск	101+	40	1824
Самара	0-3	13	1824
Самара	3-7	83	1824
Самара	8-14	12	1824
Самара	15-18	85	1824
Самара	18-25	80	1824
Самара	26-35	34	1824
Самара	36-45	14	1824
Самара	46-60	72	1824
Самара	61-80	78	1824
Самара	80-100	36	1824
Самара	101+	65	1824
Омск	0-3	81	1824
Омск	3-7	29	1824
Омск	8-14	57	1824
Омск	15-18	21	1824
Омск	18-25	60	1824
Омск	26-35	48	1824
Омск	36-45	28	1824
Омск	46-60	79	1824
Омск	61-80	74	1824
Омск	80-100	81	1824
Омск	101+	84	1824
Ростов-на-Дону	0-3	37	1824
Ростов-на-Дону	3-7	32	1824
Ростов-на-Дону	8-14	17	1824
Ростов-на-Дону	15-18	24	1824
Ростов-на-Дону	18-25	78	1824
Ростов-на-Дону	26-35	15	1824
Ростов-на-Дону	36-45	14	1824
Ростов-на-Дону	46-60	44	1824
Ростов-на-Дону	61-80	76	1824
Ростов-на-Дону	80-100	74	1824
Ростов-на-Дону	101+	52	1824
Уфа	0-3	15	1824
Уфа	3-7	50	1824
Уфа	8-14	27	1824
Уфа	15-18	85	1824
Уфа	18-25	51	1824
Уфа	26-35	68	1824
Уфа	36-45	25	1824
Уфа	46-60	25	1824
Уфа	61-80	70	1824
Уфа	80-100	72	1824
Уфа	101+	97	1824
Красноярск	0-3	43	1824
Красноярск	3-7	97	1824
Красноярск	8-14	66	1824
Красноярск	15-18	16	1824
Красноярск	18-25	32	1824
Красноярск	26-35	51	1824
Красноярск	36-45	20	1824
Красноярск	46-60	85	1824
Красноярск	61-80	56	1824
Красноярск	80-100	72	1824
Красноярск	101+	60	1824
Москва	0-3	22	1827
Москва	3-7	11	1827
Москва	8-14	24	1827
Москва	15-18	39	1827
Москва	18-25	60	1827
Москва	26-35	37	1827
Москва	36-45	96	1827
Москва	46-60	10	1827
Москва	61-80	100	1827
Москва	80-100	45	1827
Москва	101+	71	1827
Санкт-Петербург	0-3	53	1827
Санкт-Петербург	3-7	31	1827
Санкт-Петербург	8-14	61	1827
Санкт-Петербург	15-18	40	1827
Санкт-Петербург	18-25	48	1827
Санкт-Петербург	26-35	73	1827
Санкт-Петербург	36-45	100	1827
Санкт-Петербург	46-60	37	1827
Санкт-Петербург	61-80	33	1827
Санкт-Петербург	80-100	32	1827
Санкт-Петербург	101+	16	1827
Новосибирск	0-3	11	1827
Новосибирск	3-7	75	1827
Новосибирск	8-14	71	1827
Новосибирск	15-18	97	1827
Новосибирск	18-25	25	1827
Новосибирск	26-35	72	1827
Новосибирск	36-45	35	1827
Новосибирск	46-60	44	1827
Новосибирск	61-80	96	1827
Новосибирск	80-100	58	1827
Новосибирск	101+	11	1827
Екатеринбург	0-3	22	1827
Екатеринбург	3-7	87	1827
Екатеринбург	8-14	44	1827
Екатеринбург	15-18	51	1827
Екатеринбург	18-25	95	1827
Екатеринбург	26-35	70	1827
Екатеринбург	36-45	35	1827
Екатеринбург	46-60	43	1827
Екатеринбург	61-80	31	1827
Екатеринбург	80-100	63	1827
Екатеринбург	101+	77	1827
Казань	0-3	34	1827
Казань	3-7	39	1827
Казань	8-14	92	1827
Казань	15-18	82	1827
Казань	18-25	56	1827
Казань	26-35	74	1827
Казань	36-45	82	1827
Казань	46-60	10	1827
Казань	61-80	17	1827
Казань	80-100	78	1827
Казань	101+	83	1827
Нижний Новгород	0-3	99	1827
Нижний Новгород	3-7	85	1827
Нижний Новгород	8-14	33	1827
Нижний Новгород	15-18	83	1827
Нижний Новгород	18-25	57	1827
Нижний Новгород	26-35	97	1827
Нижний Новгород	36-45	79	1827
Нижний Новгород	46-60	18	1827
Нижний Новгород	61-80	40	1827
Нижний Новгород	80-100	30	1827
Нижний Новгород	101+	46	1827
Челябинск	0-3	12	1827
Челябинск	3-7	77	1827
Челябинск	8-14	64	1827
Челябинск	15-18	19	1827
Челябинск	18-25	65	1827
Челябинск	26-35	97	1827
Челябинск	36-45	62	1827
Челябинск	46-60	10	1827
Челябинск	61-80	54	1827
Челябинск	80-100	18	1827
Челябинск	101+	91	1827
Самара	0-3	97	1827
Самара	3-7	64	1827
Самара	8-14	61	1827
Самара	15-18	57	1827
Самара	18-25	21	1827
Самара	26-35	98	1827
Самара	36-45	39	1827
Самара	46-60	81	1827
Самара	61-80	80	1827
Самара	80-100	86	1827
Самара	101+	51	1827
Омск	0-3	14	1827
Омск	3-7	66	1827
Омск	8-14	22	1827
Омск	15-18	11	1827
Омск	18-25	96	1827
Омск	26-35	13	1827
Омск	36-45	61	1827
Омск	46-60	25	1827
Омск	61-80	29	1827
Омск	80-100	67	1827
Омск	101+	18	1827
Ростов-на-Дону	0-3	81	1827
Ростов-на-Дону	3-7	64	1827
Ростов-на-Дону	8-14	100	1827
Ростов-на-Дону	15-18	55	1827
Ростов-на-Дону	18-25	31	1827
Ростов-на-Дону	26-35	14	1827
Ростов-на-Дону	36-45	96	1827
Ростов-на-Дону	46-60	68	1827
Ростов-на-Дону	61-80	97	1827
Ростов-на-Дону	80-100	11	1827
Ростов-на-Дону	101+	10	1827
Уфа	0-3	26	1827
Уфа	3-7	100	1827
Уфа	8-14	10	1827
Уфа	15-18	30	1827
Уфа	18-25	65	1827
Уфа	26-35	47	1827
Уфа	36-45	20	1827
Уфа	46-60	44	1827
Уфа	61-80	73	1827
Уфа	80-100	100	1827
Уфа	101+	47	1827
Красноярск	0-3	14	1827
Красноярск	3-7	27	1827
Красноярск	8-14	13	1827
Красноярск	15-18	66	1827
Красноярск	18-25	92	1827
Красноярск	26-35	95	1827
Красноярск	36-45	100	1827
Красноярск	46-60	85	1827
Красноярск	61-80	49	1827
Красноярск	80-100	10	1827
Красноярск	101+	81	1827
Москва	0-3	24	1830
Москва	3-7	63	1830
Москва	8-14	73	1830
Москва	15-18	23	1830
Москва	18-25	79	1830
Москва	26-35	53	1830
Москва	36-45	15	1830
Москва	46-60	43	1830
Москва	61-80	49	1830
Москва	80-100	21	1830
Москва	101+	41	1830
Санкт-Петербург	0-3	26	1830
Санкт-Петербург	3-7	93	1830
Санкт-Петербург	8-14	94	1830
Санкт-Петербург	15-18	10	1830
Санкт-Петербург	18-25	57	1830
Санкт-Петербург	26-35	59	1830
Санкт-Петербург	36-45	97	1830
Санкт-Петербург	46-60	23	1830
Санкт-Петербург	61-80	47	1830
Санкт-Петербург	80-100	38	1830
Санкт-Петербург	101+	34	1830
Новосибирск	0-3	88	1830
Новосибирск	3-7	76	1830
Новосибирск	8-14	14	1830
Новосибирск	15-18	72	1830
Новосибирск	18-25	16	1830
Новосибирск	26-35	31	1830
Новосибирск	36-45	59	1830
Новосибирск	46-60	66	1830
Новосибирск	61-80	58	1830
Новосибирск	80-100	46	1830
Новосибирск	101+	63	1830
Екатеринбург	0-3	64	1830
Екатеринбург	3-7	12	1830
Екатеринбург	8-14	45	1830
Екатеринбург	15-18	56	1830
Екатеринбург	18-25	48	1830
Екатеринбург	26-35	78	1830
Екатеринбург	36-45	76	1830
Екатеринбург	46-60	59	1830
Екатеринбург	61-80	25	1830
Екатеринбург	80-100	98	1830
Екатеринбург	101+	99	1830
Казань	0-3	44	1830
Казань	3-7	83	1830
Казань	8-14	75	1830
Казань	15-18	76	1830
Казань	18-25	64	1830
Казань	26-35	72	1830
